Grantee Name,Grant Number,Program Name,City,State,ZIP Code,County,Congressional District,Award Fiscal Year,Award Funding
Harris Health System,H8ECS38745,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Houston,TX,77054-4124,Harris,TX-09,2020,"$252,664.00"
"Harrisonburg Community Health Center, Inc.",H8CCS34312,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Harrisonburg,VA,22801-7372,Harrisonburg City,VA-06,2020,"$67,547.00"
"Harrisonburg Community Health Center, Inc.",H8DCS36739,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Harrisonburg,VA,22801-7372,Harrisonburg City,VA-06,2020,"$840,560.00"
"Harrisonburg Community Health Center, Inc.",H8ECS38546,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Harrisonburg,VA,22801-7372,Harrisonburg City,VA-06,2020,"$332,344.00"
HARVARD STREET NEIGHBORHOOD HEALTH CENTER INC,H8CCS34412,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Dorchester,MA,02121-3213,Suffolk,MA-07,2020,"$55,774.00"
HARVARD STREET NEIGHBORHOOD HEALTH CENTER INC,H8DCS35478,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Dorchester,MA,02121-3213,Suffolk,MA-07,2020,"$625,925.00"
HARVARD STREET NEIGHBORHOOD HEALTH CENTER INC,H8ECS38306,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Dorchester,MA,02121-3213,Suffolk,MA-07,2020,"$200,824.00"
"Healing Hands Ministries, Inc.",H8CCS35257,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Dallas,TX,75243-7035,Dallas,TX-32,2020,"$72,026.00"
"Healing Hands Ministries, Inc.",H8DCS36476,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Dallas,TX,75243-7035,Dallas,TX-32,2020,"$866,345.00"
"Healing Hands Ministries, Inc.",H8ECS38225,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Dallas,TX,75243-7035,Dallas,TX-32,2020,"$322,969.00"
"Health & Human Services, North Carolina Department Of",H8CCS34546,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Raleigh,NC,27699-2000,Wake,NC-04,2020,"$77,521.00"
"Health & Human Services, North Carolina Department Of",H8DCS36357,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Raleigh,NC,27699-2000,Wake,NC-04,2020,"$914,750.00"
"Health & Human Services, North Carolina Department Of",H8ECS38525,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Raleigh,NC,27699-2000,Wake,NC-04,2020,"$247,744.00"
HEALTH ACCESS FOR ALL INC.,H8CCS34033,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Los Angeles,CA,90057-4103,Los Angeles,CA-34,2020,"$55,560.00"
HEALTH ACCESS FOR ALL INC.,H8DCS35716,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Los Angeles,CA,90057-4103,Los Angeles,CA-34,2020,"$649,655.00"
HEALTH ACCESS FOR ALL INC.,H8ECS37807,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Los Angeles,CA,90057-4103,Los Angeles,CA-34,2020,"$259,114.00"
"Health Access Network, Inc.",H8CCS34405,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Lincoln,ME,04457-4000,Penobscot,ME-02,2020,"$60,829.00"
"Health Access Network, Inc.",H8DCS36305,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Lincoln,ME,04457-4000,Penobscot,ME-02,2020,"$728,810.00"
"Health Access Network, Inc.",H8ECS37998,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Lincoln,ME,04457-4000,Penobscot,ME-02,2020,"$265,624.00"
"HEALTH AND ENVIRONMENT, KANSAS DEPARTMENT OF",H8CCS34800,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Topeka,KS,66612-1300,Shawnee,KS-02,2020,"$58,993.00"
"HEALTH AND ENVIRONMENT, KANSAS DEPARTMENT OF",H8DCS36202,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Topeka,KS,66612-1300,Shawnee,KS-02,2020,"$634,385.00"
"HEALTH AND ENVIRONMENT, KANSAS DEPARTMENT OF",H8ECS38513,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Topeka,KS,66612-1300,Shawnee,KS-02,2020,"$145,609.00"
"Health Care Center For The Homeless, Inc.",H8CCS35069,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Orlando,FL,32805-1612,Orange,FL-10,2020,"$95,419.00"
"Health Care Center For The Homeless, Inc.",H8DCS35985,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Orlando,FL,32805-1612,Orange,FL-10,2020,"$1,213,985.00"
"Health Care Center For The Homeless, Inc.",H8ECS38418,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Orlando,FL,32805-1612,Orange,FL-10,2020,"$385,969.00"
Health Care Coalition of Lafayette County,H8CCS34710,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Lexington,MO,64067-1515,Lafayette,MO-05,2020,"$55,511.00"
Health Care Coalition of Lafayette County,H8DCS35943,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Lexington,MO,64067-1515,Lafayette,MO-05,2020,"$617,075.00"
Health Care Coalition of Lafayette County,H8ECS38971,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Lexington,MO,64067-1515,Lafayette,MO-05,2020,"$186,394.00"
Health Care District of Palm Beach County,H8CCS35088,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),West Palm Beach,FL,33401-3429,Palm Beach,FL-21,2020,"$146,708.00"
Health Care District of Palm Beach County,H8DCS36001,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",West Palm Beach,FL,33401-3429,Palm Beach,FL-21,2020,"$2,058,425.00"
Health Care District of Palm Beach County,H8ECS37839,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),West Palm Beach,FL,33401-3429,Palm Beach,FL-21,2020,"$794,089.00"
"HEALTH CARE FOR THE HOMELESS, INC.",H8CCS34386,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Baltimore,MD,21202-4800,Baltimore City,MD-07,2020,"$61,602.00"
"HEALTH CARE FOR THE HOMELESS, INC.",H8DCS36327,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Baltimore,MD,21202-4800,Baltimore City,MD-07,2020,"$719,075.00"
"HEALTH CARE FOR THE HOMELESS, INC.",H8ECS38842,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Baltimore,MD,21202-4800,Baltimore City,MD-07,2020,"$238,969.00"
Health Care for the Homeless-Houston,H8CCS35346,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Houston,TX,77002-8210,Harris,TX-18,2020,"$60,460.00"
Health Care for the Homeless-Houston,H8DCS36463,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Houston,TX,77002-8210,Harris,TX-18,2020,"$660,980.00"
Health Care for the Homeless-Houston,H8ECS38917,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Houston,TX,77002-8210,Harris,TX-18,2020,"$165,529.00"
"HEALTH CARE PARTNERS OF SOUTH CAROLINA, INC.",H8CCS34919,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Conway,SC,29526-3086,Horry,SC-07,2020,"$60,782.00"
"HEALTH CARE PARTNERS OF SOUTH CAROLINA, INC.",H8DCS36267,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Conway,SC,29526-3086,Horry,SC-07,2020,"$714,200.00"
"HEALTH CARE PARTNERS OF SOUTH CAROLINA, INC.",H8ECS38438,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Conway,SC,29526-3086,Horry,SC-07,2020,"$267,859.00"
Health Center Of Southeast Texas,H8CCS35275,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Cleveland,TX,77327-4061,Liberty,TX-36,2020,"$66,643.00"
Health Center Of Southeast Texas,H8DCS36439,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Cleveland,TX,77327-4061,Liberty,TX-36,2020,"$796,220.00"
Health Center Of Southeast Texas,H8ECS38665,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Cleveland,TX,77327-4061,Liberty,TX-36,2020,"$296,254.00"
"Health Education, Assessment And Leadership, Inc.",H8CCS34595,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Atlanta,GA,30311-1636,Fulton,GA-05,2020,"$56,638.00"
"Health Education, Assessment And Leadership, Inc.",H8DCS36040,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Atlanta,GA,30311-1636,Fulton,GA-05,2020,"$610,100.00"
"Health Education, Assessment And Leadership, Inc.",H8ECS37838,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Atlanta,GA,30311-1636,Fulton,GA-05,2020,"$146,074.00"
"Health Help, Incorporated",H8CCS34671,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Mc Kee,KY,40447-7089,Jackson,KY-05,2020,"$75,228.00"
"Health Help, Incorporated",H8DCS36361,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Mc Kee,KY,40447-7089,Jackson,KY-05,2020,"$1,077,110.00"
"Health Help, Incorporated",H8ECS38026,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Mc Kee,KY,40447-7089,Jackson,KY-05,2020,"$561,229.00"
"Health Ministries Clinic, Inc.",H8CCS34782,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Newton,KS,67114-8778,Harvey,KS-04,2020,"$62,252.00"
"Health Ministries Clinic, Inc.",H8DCS36175,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Newton,KS,67114-8778,Harvey,KS-04,2020,"$777,545.00"
"Health Ministries Clinic, Inc.",H8ECS37815,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Newton,KS,67114-8778,Harvey,KS-04,2020,"$313,189.00"
Health Opportunities For The People Of East Texas Inc,H8CCS35318,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Tenaha,TX,75974-5413,Shelby,TX-01,2020,"$61,924.00"
Health Opportunities For The People Of East Texas Inc,H8DCS36442,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Tenaha,TX,75974-5413,Shelby,TX-01,2020,"$706,685.00"
Health Opportunities For The People Of East Texas Inc,H8ECS38766,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Tenaha,TX,75974-5413,Shelby,TX-01,2020,"$206,254.00"
HEALTH PARTNERS OF WESTERN OHIO,H8CCS34878,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Lima,OH,45804-2482,Allen,OH-04,2020,"$86,398.00"
HEALTH PARTNERS OF WESTERN OHIO,H8DCS36695,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Lima,OH,45804-2482,Allen,OH-04,2020,"$1,277,345.00"
HEALTH PARTNERS OF WESTERN OHIO,H8ECS37950,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Lima,OH,45804-2482,Allen,OH-04,2020,"$774,409.00"
"Health Partnership Clinic, Inc.",H8CCS34845,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Olathe,KS,66062-1744,Johnson,KS-03,2020,"$72,310.00"
"Health Partnership Clinic, Inc.",H8DCS36112,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Olathe,KS,66062-1744,Johnson,KS-03,2020,"$881,885.00"
"Health Partnership Clinic, Inc.",H8ECS38489,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Olathe,KS,66062-1744,Johnson,KS-03,2020,"$282,589.00"
"Health Services of North Texas , Inc.",H8CCS35342,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Denton,TX,76207-3318,Denton,TX-26,2020,"$69,029.00"
"Health Services of North Texas , Inc.",H8DCS36492,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Denton,TX,76207-3318,Denton,TX-26,2020,"$836,240.00"
"Health Services of North Texas , Inc.",H8ECS38810,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Denton,TX,76207-3318,Denton,TX-26,2020,"$290,929.00"
"HEALTH SERVICES, (INC)",H8CCS33998,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Montgomery,AL,36107-2613,Montgomery,AL-02,2020,"$89,549.00"
"HEALTH SERVICES, (INC)",H8DCS35416,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Montgomery,AL,36107-2613,Montgomery,AL-02,2020,"$1,291,340.00"
"HEALTH SERVICES, (INC)",H8ECS38919,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Montgomery,AL,36107-2613,Montgomery,AL-02,2020,"$682,054.00"
Health West Inc,H8CCS34783,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Pocatello,ID,83201-4880,Bannock,ID-02,2020,"$71,206.00"
Health West Inc,H8DCS36291,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Pocatello,ID,83201-4880,Bannock,ID-02,2020,"$896,030.00"
Health West Inc,H8ECS38697,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Pocatello,ID,83201-4880,Bannock,ID-02,2020,"$333,334.00"
"Health, Florida Department of",H8CCS35065,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Tallahassee,FL,32399-0001,Leon,FL-02,2020,"$58,545.00"
"Health, Florida Department of",H8CCS35077,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Tallahassee,FL,32399-0001,Leon,FL-02,2020,"$57,103.00"
"Health, Florida Department of",H8DCS36002,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Tallahassee,FL,32399-0001,Leon,FL-02,2020,"$645,965.00"
"Health, Florida Department of",H8DCS36011,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Tallahassee,FL,32399-0001,Leon,FL-02,2020,"$635,405.00"
"Health, Florida Department of",H8ECS38047,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Tallahassee,FL,32399-0001,Leon,FL-02,2020,"$192,034.00"
"Health, Florida Department of",H8ECS38661,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Tallahassee,FL,32399-0001,Leon,FL-02,2020,"$188,944.00"
"Health, Tennessee Dept Of",H8CCS35319,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Nashville,TN,37243-0001,Davidson,TN-05,2020,"$88,331.00"
"Health, Tennessee Dept Of",H8CCS35312,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Nashville,TN,37243-0001,Davidson,TN-05,2020,"$53,235.00"
"Health, Tennessee Dept Of",H8CCS35307,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Nashville,TN,37243-0001,Davidson,TN-05,2020,"$55,058.00"
"Health, Tennessee Dept Of",H8DCS36288,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Nashville,TN,37243-0001,Davidson,TN-05,2020,"$1,173,470.00"
"Health, Tennessee Dept Of",H8DCS36043,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Nashville,TN,37243-0001,Davidson,TN-05,2020,"$551,105.00"
"Health, Tennessee Dept Of",H8DCS36197,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Nashville,TN,37243-0001,Davidson,TN-05,2020,"$582,800.00"
"Health, Tennessee Dept Of",H8ECS39019,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Nashville,TN,37243-0001,Davidson,TN-05,2020,"$475,729.00"
"Health, Tennessee Dept Of",H8ECS39025,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Nashville,TN,37243-0001,Davidson,TN-05,2020,"$118,309.00"
"Health, Tennessee Dept Of",H8ECS39027,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Nashville,TN,37243-0001,Davidson,TN-05,2020,"$132,139.00"
"HealthCare Choices NY, Inc.",H8CCS35149,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Brooklyn,NY,11204-2702,Kings,NY-10,2020,"$52,957.00"
"HealthCare Choices NY, Inc.",H8DCS36549,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Brooklyn,NY,11204-2702,Kings,NY-10,2020,"$568,145.00"
"HealthCare Choices NY, Inc.",H8ECS38293,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Brooklyn,NY,11204-2702,Kings,NY-10,2020,"$161,254.00"
"Healthcare Connection, Inc.,The",H8CCS34900,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Cincinnati,OH,45215-2338,Hamilton,OH-01,2020,"$65,143.00"
"Healthcare Connection, Inc.,The",H8DCS36679,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Cincinnati,OH,45215-2338,Hamilton,OH-01,2020,"$832,775.00"
"Healthcare Connection, Inc.,The",H8ECS37765,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Cincinnati,OH,45215-2338,Hamilton,OH-01,2020,"$355,489.00"
HealthCore Clinic Inc,H8CCS34818,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Wichita,KS,67214-2249,Sedgwick,KS-04,2020,"$61,309.00"
HealthCore Clinic Inc,H8DCS36149,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Wichita,KS,67214-2249,Sedgwick,KS-04,2020,"$699,665.00"
HealthCore Clinic Inc,H8ECS37894,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Wichita,KS,67214-2249,Sedgwick,KS-04,2020,"$235,654.00"
"HEALTHFIRST BLUEGRASS, INC.",H8CCS34623,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Lexington,KY,40503-1831,Fayette,KY-06,2020,"$76,330.00"
"HEALTHFIRST BLUEGRASS, INC.",H8DCS36334,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Lexington,KY,40503-1831,Fayette,KY-06,2020,"$1,013,300.00"
"HEALTHFIRST BLUEGRASS, INC.",H8ECS38908,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Lexington,KY,40503-1831,Fayette,KY-06,2020,"$443,854.00"
"Healthfirst Family Care Center, Inc.",H8CCS34407,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Fall River,MA,02723-1026,Bristol,MA-09,2020,"$63,089.00"
"Healthfirst Family Care Center, Inc.",H8DCS35451,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Fall River,MA,02723-1026,Bristol,MA-09,2020,"$824,315.00"
"Healthfirst Family Care Center, Inc.",H8ECS38684,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Fall River,MA,02723-1026,Bristol,MA-09,2020,"$376,669.00"
"HealthFirst Family Care Center, Inc.",H8CCS34513,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Franklin,NH,03235-2026,Merrimack,NH-02,2020,"$54,195.00"
"HealthFirst Family Care Center, Inc.",H8DCS36221,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Franklin,NH,03235-2026,Merrimack,NH-02,2020,"$591,455.00"
"HealthFirst Family Care Center, Inc.",H8ECS38439,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Franklin,NH,03235-2026,Merrimack,NH-02,2020,"$174,214.00"
"Healthlinc, Inc.",H8CCS34292,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Valparaiso,IN,46383-2520,Porter,IN-01,2020,"$76,602.00"
"Healthlinc, Inc.",H8DCS35671,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Valparaiso,IN,46383-2520,Porter,IN-01,2020,"$1,088,795.00"
"Healthlinc, Inc.",H8ECS38467,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Valparaiso,IN,46383-2520,Porter,IN-01,2020,"$699,049.00"
"HealthNet, Inc.",H8CCS34299,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Indianapolis,IN,46203-4744,Marion,IN-07,2020,"$105,654.00"
"HealthNet, Inc.",H8DCS35676,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Indianapolis,IN,46203-4744,Marion,IN-07,2020,"$1,704,635.00"
"HealthNet, Inc.",H8ECS38285,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Indianapolis,IN,46203-4744,Marion,IN-07,2020,"$1,020,874.00"
Healthpoint,H8CCS35192,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Renton,WA,98057-2908,King,WA-09,2020,"$135,605.00"
Healthpoint,H8DCS36716,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Renton,WA,98057-2908,King,WA-09,2020,"$2,327,510.00"
Healthpoint,H8ECS37812,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Renton,WA,98057-2908,King,WA-09,2020,"$1,493,929.00"
"HealthPoint Family Care, Inc.",H8CCS34610,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Covington,KY,41011-3313,Kenton,KY-04,2020,"$88,161.00"
"HealthPoint Family Care, Inc.",H8DCS36333,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Covington,KY,41011-3313,Kenton,KY-04,2020,"$1,325,495.00"
"HealthPoint Family Care, Inc.",H8ECS38658,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Covington,KY,41011-3313,Kenton,KY-04,2020,"$660,754.00"
Healthreach Community Health Centers,H8CCS34395,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Waterville,ME,04901-6566,Kennebec,ME-01,2020,"$75,644.00"
Healthreach Community Health Centers,H8DCS36325,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Waterville,ME,04901-6566,Kennebec,ME-01,2020,"$1,056,080.00"
Healthreach Community Health Centers,H8ECS37716,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Waterville,ME,04901-6566,Kennebec,ME-01,2020,"$513,739.00"
"Healthsource Of Ohio, Inc.",H8CCS34866,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Loveland,OH,45140-6966,Clermont,OH-02,2020,"$87,757.00"
"Healthsource Of Ohio, Inc.",H8DCS36702,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Loveland,OH,45140-6966,Clermont,OH-02,2020,"$1,497,500.00"
"Healthsource Of Ohio, Inc.",H8ECS37881,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Loveland,OH,45140-6966,Clermont,OH-02,2020,"$1,013,044.00"
HEALTHY CONNECTIONS INC,H8CCS33995,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Mena,AR,71953-9072,Polk,AR-04,2020,"$60,788.00"
HEALTHY CONNECTIONS INC,H8DCS35414,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Mena,AR,71953-9072,Polk,AR-04,2020,"$738,380.00"
HEALTHY CONNECTIONS INC,H8ECS38033,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Mena,AR,71953-9072,Polk,AR-04,2020,"$292,819.00"
"HEART CITY HEALTH CENTER, INC.",H8CCS34304,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Elkhart,IN,46516-4666,Elkhart,IN-02,2020,"$62,851.00"
"HEART CITY HEALTH CENTER, INC.",H8DCS35670,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Elkhart,IN,46516-4666,Elkhart,IN-02,2020,"$766,175.00"
"HEART CITY HEALTH CENTER, INC.",H8ECS39009,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Elkhart,IN,46516-4666,Elkhart,IN-02,2020,"$295,489.00"
"HEART OF FLORIDA HEALTH CENTER, INC.",H8CCS35094,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Ocala,FL,34471-0900,Marion,FL-03,2020,"$79,736.00"
"HEART OF FLORIDA HEALTH CENTER, INC.",H8DCS35994,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Ocala,FL,34471-0900,Marion,FL-03,2020,"$1,041,845.00"
"HEART OF FLORIDA HEALTH CENTER, INC.",H8ECS37780,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Ocala,FL,34471-0900,Marion,FL-03,2020,"$415,774.00"
"HEART OF KANSAS FAMILY HEALTH CARE, INC.",H8CCS34832,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Great Bend,KS,67530-2502,Barton,KS-01,2020,"$55,872.00"
"HEART OF KANSAS FAMILY HEALTH CARE, INC.",H8DCS36280,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Great Bend,KS,67530-2502,Barton,KS-01,2020,"$605,210.00"
"HEART OF KANSAS FAMILY HEALTH CARE, INC.",H8ECS38783,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Great Bend,KS,67530-2502,Barton,KS-01,2020,"$162,004.00"
HEART OF OHIO FAMILY HEALTH CENTERS,H8CCS34858,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Columbus,OH,43213-3003,Franklin,OH-03,2020,"$58,422.00"
HEART OF OHIO FAMILY HEALTH CENTERS,H8DCS36657,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Columbus,OH,43213-3003,Franklin,OH-03,2020,"$677,870.00"
HEART OF OHIO FAMILY HEALTH CENTERS,H8ECS37947,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Columbus,OH,43213-3003,Franklin,OH-03,2020,"$248,059.00"
"HEART OF TEXAS COMMUNITY HEALTH CENTER, INC.",H8CCS35250,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Waco,TX,76707-2261,McLennan,TX-17,2020,"$128,793.00"
"HEART OF TEXAS COMMUNITY HEALTH CENTER, INC.",H8DCS36428,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Waco,TX,76707-2261,McLennan,TX-17,2020,"$1,978,250.00"
"HEART OF TEXAS COMMUNITY HEALTH CENTER, INC.",H8ECS38213,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Waco,TX,76707-2261,McLennan,TX-17,2020,"$980,839.00"
Heartland Alliance Health,H8CCS34450,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Chicago,IL,60604-1286,Cook,IL-07,2020,"$63,214.00"
Heartland Alliance Health,H8DCS36106,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Chicago,IL,60604-1286,Cook,IL-07,2020,"$748,625.00"
