Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
115859139811217,Mike Ernest For Judge,Committee to Elect Michael J. Ernest Judge,≤100,2
107893637687041,Justin Stephens for Judge,Justin W Stephens Campaign Committee,≤100,2
117814742183,Soundtoys,SOUNDTOYS INC,≤100,2
121365729710326,Puerto Rico Mejor Futuro,Puerto Rico Mejor Futuro,≤100,2
100857455063721,Mike Eatmon for District Court Judge,Committee To Elect Mike Eatmon,≤100,3
121382834581098,Hatch Show Print,"COUNTRY MUSIC FOUNDATION, INC",≤100,1
660089127752385,Arizonans For Clean Energy,Arizonans for Clean Energy,≤100,14
236807459703171,FOUNG HAWJ for East Side SD 67,Foung for Senate 67,≤100,2
442530482534990,Carlos Villapudua,Carlos Villapudua for State Assembly District 13 2020,≤100,1
1811405699080331,Recovery Advocacy Project,Recovery Advocacy Project,≤100,4
101542234564883,Seth Wiggins for State Representative—District 90,Seth Daniel Wiggins,≤100,2
104417564351607,Raul H Gonzalez for Arlington City Council,Raul H Gonzalez Campaign,≤100,3
1573475709616619,Southwest Democrats,Southwest Democrats,≤100,3
105716434122934,Statewide Senior-Action,New York StateWide Senior Action Council,≤100,5
164771506031,Claremont Institute,"CLAREMONT INSTITUTE FOR THE STUDY OF STATESMANSHIP AND POLITICAL  PHILOSPHY, THE",≤100,4
263742451553,Kyle Hoffman,Hoffman for State Representative,≤100,3
416769629074105,Colorado Climate and Clean Energy Network,Resource Media,≤100,16
109349737466759,Lori Slings for Iowa House,Lori Slings for House,≤100,5
425303257834064,Tom Basile,TomBasile.com,≤100,3
148945835171697,"Immigration Law Offices of Hadley Bajramovic, PC",Immigration Law Offices of Hadley Bajramovic,≤100,3
367739914092156,Dara Czerwonka For Escondido City Council,Dara Czerwonka for Escondido City Council,≤100,15
234172150014170,American Cancer Society Cancer Action Network/Oklahoma - ACS CAN,AMERICAN CANCER SOCIETY CANCER ACTION NETWORK INC,≤100,11
124618579105936,Robert "Brent" Meadows for Wayne County Coroner,Robert "Brent" Meadows for Wayne County Coroner,≤100,1
216164671786700,Jon Echols for House,Jon Echols for State House 2020,≤100,1
104449914424571,Zeb Navarro Oceanside City Clerk,Zeb Navarro for Oceanside City Clerk 2020,≤100,3
104655944583339,Julie Schroeder For Assembly,Julie Schroeder for Assembly,≤100,3
107181377705279,Runs for a Purpose,Homebase Media,≤100,1
100772561428719,Salvatore Pavone for Onondaga County Family Court Judge,Committee to Elect Judge Pavone,≤100,8
970894802997244,Make More Room For Our Kids,Make More Room FOR Our Kids,≤100,1
242960515598,Military Spouse,Victory Media DBA Military Spouse,≤100,6
575599252964695,Megan Dahle for Assembly,Megan Dahle for Assembly 2020,≤100,3
181927575225952,American Heart Association -  San Diego Division,"American Heart Association, Inc.",≤100,2
625038608142371,Dr. Tran for Fountain Valley City Council,Mai-Khanh Tran for Fountain Valley City Council 2020,≤100,2
211129648950315,Western Native Voice,Tracie Joan Moss,≤100,4
617702408592578,Steve Cona - Hillsborough County School Board Member District 1,"Steve Cona for Hillsborough County School Board, District 1",≤100,1
115419766900573,Aidan Ankarberg,Aidan Ankarberg,≤100,1
323533094458309,Tom Karnes for Mayor,Thomas Edmund Karnes,≤100,1
112684200101513,Joey Tiano for State Senate,Joey Tiano for State Senate,≤100,3
115410463645109,Yes On Measure Q - City of Artesia,Residents for Measure Q,≤100,3
652518164785249,Pam Curtis,"Curtis for KCK • Steve Curtis, Treasurer",≤100,32
147775309249550,Tracy Lovvorn For Congress,TRACY LOVVORN FOR CONGRESS,≤100,1
395517961306619,Alex Riley for State Representative,"Alex Riley for State Representative, Rose Clark, Treasurer",≤100,1
106740004492313,D'Andrea and Fortino for Evesham Town Council 2020,D’Andrea and Fortino For Evesham Town Council 2020,≤100,6
108502950869723,Elect Scott Glidewell for Ward 4 City Council,Donald Ray Jackson,≤100,4
105640940775441,Invest In Education,Invest In Education,≤100,1
596194924393128,Lauren Kohler for Chico City Council,Kohler for City Council District 5 2020,≤100,5
111960873829839,Mindy For Colorado,Mindy for Colorado,≤100,1
120778038066631,EveryLibrary,EveryLibrary,≤100,4
948535701850521,Keep Superior Court Judge Jason C. Disbrow,Committee To Elect Jason Disbrow,≤100,1
109623744232176,Vote for TED BUI,Khoa Tran,≤100,3
175261432563732,Anne Gannon for Constitutional Tax Collector Campaign,"Anne Gannon, Democrat, for Tax Collector",≤100,4
231679387276536,South Cook News,Local Government Information Services,≤100,2
620800728547819,William Muetzenberg for Tracy City Council,William Muetzenberg for City Council 2020,≤100,1
227574710589774,Rafael June Rivera,Rafael June Rivera,≤100,6
644349715695843,Kristen Rosen Gonzalez,Kristen Rosen Gonzalez,≤100,2
34345791496,Orphan Relief and Rescue,Orphan Relief and Rescue,≤100,3
1714632911933752,John Kiehne for State Representative,Kiehne for Missouri,≤100,2
764284030332485,Abortion Access Front,Abortion Access Front,≤100,4
105882701119885,Shimeall For Kansas,Shimeall4Kansas,≤100,1
103282611436569,Vzlnos con Biden,Jose Eugenio Vivas,≤100,1
402488163467483,Charleston FYI,Awesome News Network,≤100,11
100697795009189,Pat Scully for State Representative,Pat Scully for State Represtative,≤100,4
101128051452755,Re-Elect Joyce "Jay" McCreight,McCreight for Maine,≤100,4
115565266937607,VietAmVote,VietAmVote,≤100,3
169204449790211,Conservative News Today,"BizPac Review, Inc.",≤100,7
104093784662066,Brad Kovach for State Representative,Brad Kovach Committee to Elect for House,≤100,10
601837193806476,Greg Wharton for Mayor,Greg Wharton for Mayor,≤100,5
523525891471632,Office of Fort Bend County Judge KP George,Office of Fort Bend County Judge KP George,≤100,20
125319303823,Champlain College,Champlain College Incorporated,≤100,12
475099245881217,Cindy Neighbor for Kansas,Cindy Neighbor for Kansas,≤100,1
101379001722400,8th Congressional District Republican Party of MN,EIGHTH CONGRESSIONAL DISTRICT REPUBLICAN PARTY OF MINNESOTA,≤100,2
634615753834430,Elect Michael Schneider MDUSD Area 3,Elect Michael Schneider,≤100,3
595158040917060,The Equity Alliance Fund,The Equity Alliance Fund,≤100,5
108544850969525,Mark Lubamersky for MMWD,"Lubamersky for Marin Municipal Water District, District 2, 2020",≤100,1
106122610940866,Laura Morton for Judge,LAURA MORTON FOR JUDGE,≤100,2
110475723640138,Chris Anderson for Seminole County Supervisor of Elections,"Chris Anderson, Republican, for Seminole County Supervisor of Elections",≤100,4
1554461351297725,Jeff Brand for House District 19A,Jeff Brand,≤100,2
112017010596699,Elect Orlando Osornio,Orlando Fidel Osornio,≤100,2
222849185175901,Better Jobs New Mexico,Resource Media,≤100,22
2029949623907790,David Willis for NC House,DAVID WILLIS FOR NC,≤100,3
113890283402676,"Johnnie Wamsley, Candidate West Virginia House of Delegates, 14th District",Friends of Johnnie Wamsley/Wamsley For House,≤100,5
165350426309,Goodwill Industries of Tulsa,"GOODWILL INDUSTRIES TULSA, INC.",≤100,6
103216521432154,Aaron Mackisey,Friends of Aaron Mackisey,≤100,1
106373637811731,Adam Khosroabadi for Milwaukie City Council Po. 3,Friends of Adam Khosroabadi,≤100,3
272374659018,Melony Bell State Representative District 56,Melony Bell for State House,≤100,2
588238584878837,Bill Brannon for Texas House,Bill Brannon for Texas House,≤100,1
106455357661733,Mark W. Anderson for State Representative,MARK4CT,≤100,2
1035339706664947,Allison B. Campbell for School Board,Allison B Campbell Campaign,≤100,1
418938731575904,Todd Novak for 51st Assembly District,Novak For Assembly,≤100,1
1744803892515663,Concord Mayor Tim McGallian,Tim McGallian for Concord City Council,≤100,1
999015486922043,Elvin Villalobos Tamarac,Elect Elvin Villalobos,≤100,6
97624620788,American Friends of Magen David Adom,AMERICAN FRIENDS OF MAGEN DAVID ADOM,≤100,32
940653386126953,StandingWithYou.org,Standing With You,≤100,1
106797601173546,Realtors for Rodney Davis,National Association of REALTORS,≤100,2
101589831558388,Elect Eric Ranieri,Lee Eric Ranieri,≤100,1
525155717992303,Kid Explorer,Kid Explorer,≤100,1
102355798152011,Katie For The 85th,Katie Evans for Representative,≤100,7
1833484890285737,Matt Koch 72nd District State Representative,Matt Koch for State Representative,≤100,1
389238711136711,James R. Fisler for Mesa Water District Director,Jim Fisler,≤100,4
110329150805588,The Daily Brutality,Brian A Rodrigues,≤100,2
111362467010204,Laura Meier for County Commission,Laura Meier for County Commission,≤100,2
644121538968378,Support Oshkosh Students,Support Oshkosh Students,≤100,3
593652664177596,TX Business Daily,Metric Media LLC,≤100,3
104827570909916,Mark H Berry for State Representative District 82,Mark Berry for State Representative,≤100,4
117684604922023,Regional Recycling & Waste Reduction District,Regional Recycling and Waste Reduction District,≤100,2
110695070680215,Hannah Cox for Council,Hannah Cox Campaign,≤100,2
106060504525253,Chris Wright for Senate,WRIGHT'S FOR SENATE DISTRICT 63,≤100,1
166654550027149,"Roberts Wilson, P.A. Injury Lawyers",William Roberts Wilson,≤100,1
324486594560476,"Amy Sharp, Solano County Board of Education Trustee","Amy Sharp for Solano County Board of Education, Trustee Area 2",≤100,2
2067754469903064,Danielle Weston for Round Rock ISD Board of Trustees Place 7,Danielle Weston for RRISD,≤100,1
107335924321220,Lloyd Terry for Register of Deeds,Loyd Walter Terry,≤100,2
105274326185128,Cosmetic Surgery of Tampa Bay,Christina Bercuhi Paylan,≤100,1
220536401375194,Central American Resource Center (CARECEN-LA),CENTRAL AMERICAN RESOURCE CENTER - CARECEN - OF CALIFORNIA,≤100,1
200548226627766,The Progressive Magazine,Norman Joseph Stockwell,≤100,4
110076880725216,Arnold Farr for Fayette County School Board,Arnold Farr for Fayette County School Board,≤100,1
140073296050972,Hamilton County Republican Party,Hamilton County Republican Party,≤100,1
102027764795677,American Wire,The USA Wire,≤100,2
1066000676923634,Jo Ella for Kansas,Jo Ella for Kansas,≤100,1
307282132957622,"Kevin Zabel, Oakdale City Councilmember",Zabel 4 Oakdale,≤100,2
103239931505453,"Roman Nava For San Bernardino County Board of Education, Area C",Nava for San Bernardino County Board of Education 2020,≤100,2
124452922352902,Nichell Newton For Fort Mill School Board,Nichell Fowler Newton,≤100,3
688414734509859,David Silvers,"David Silvers, Democrat, for Florida House",≤100,2
103280234626720,Somos Unidos Sanger D1,committee to elect lopez for city council 2020,≤100,2
104115084754802,Re-Elect Wagner for Drain Commissioner,PAID FOR BY CTRE RICHARD WAGNER FOR DRAIN COMMISSIONER,≤100,4
107155540841212,Proud Patriot America,Proud Patriot,≤100,2
104659801302856,Anna Kaplan for NYS Senate,Anna Kaplan for State Senate,≤100,1
116154651790888,Senator Rob Olson,Rob Olson for Kansas Senate,≤100,1
103767141438675,Alejandro Gutierrez-Duncan for Elk Grove City Council District 3. 2020,Alejandro Gutierrez-Duncan For Elk Grove City Council 2020,≤100,1
105174944641692,Support Continental Override Committee,Support for Continental Override PAC,≤100,1
104445087807736,Liz Boldon for MN House 25B,Neighbors for Liz Boldon,≤100,1
156831588259704,Saunders for Indiana,Saunders for Indiana,≤100,1
100163105144744,Ricky Lake,These ads ran without a disclaimer,≤100,3
100228478256841,Lauren for Boone County Treasurer,Lauren Renee Hernandez Decrane,≤100,1
102141124543664,Affordable Housing for Hundreds,Veterans Housing Development Corporation,≤100,9
100706621747718,Jon Thorp for Yucaipa City Council 2020,Jon Thorp for Yucaipa City Council 2020,≤100,2
987698164585861,Citizen Ed,Citizen Education,≤100,1
107702880816445,Decriminalize Nature Colorado Springs,Anthony Fidel Caballero,≤100,1
45013872425,The Ripon Society,RIPON SOCIETY,≤100,4
117939074920119,Child Abuse Prevention Council SJC,CHILD ABUSE PREVENTION COUNCIL OF SAN JOAQUIN COUNTY,≤100,1
102160548286832,Cynthia Cabrera,Cynthia Cabrera,≤100,2
100567625019067,Eli Ferran For Oakland City Attorney,Elias Ferran For City Attorney 2020,≤100,1
455752241149223,Dolcefino Consulting,Dolcefino Consulting,≤100,1
1173971236026703,Karen Handel,"HANDEL FOR CONGRESS, INC.",≤100,1
121743389220168,Martha Paschke for IL 65th,Friends of Martha Paschke,≤100,5
113720910190816,Santi Parks for Bossier City Judge,Committee to Elect Santi Parks,≤100,2
44948378512,Destiny Image Publishers,"DESTINY IMAGE, INC.",≤100,1
300748678230,Tennessee Department of Economic and Community Development,Tennessee Department of Economic and Community Development,≤100,7
100181858453961,John Patrick for State House,John Patrick for State House,≤100,4
106310174113358,Linda Featherston for Kansas,"Featherston for Kansas, Matt Jones, Treasurer",≤100,1
103774458138352,Perry Nouis for Minnesota,Perry Lee Nouis,≤100,1
297361997124135,Tri-County Regional Planning Commission,Tri-County Regional Planning Commission,≤100,5
22984054572,Numi Organic Tea,Numi Organic Tea,≤100,6
106040971251002,Dee Watson for NC House 49,Committee to Elect Dee Watson,≤100,5
102164384881919,Victoria Garcia Snyder for Mayor,Victoria Garcia Snyder,≤100,1
202395080192078,Jerry Carmichael,Jerry Carmichael for Rogers City Council,≤100,1
1318504964963297,Michigan Works Hard,Real Voices Media,≤100,1
1724818571163958,Action Center on Race and the Economy,"ACTION CENTER ON RACE AND THE ECON, THE",≤100,1
107138687420433,Ben Reynoso for San Bernardino 5th Ward City Council,Reynoso for 5th Ward City Council 2020,≤100,2
464945010329164,Paramus First,Bellinger and Minervini for Paramus Council,≤100,1
137932966292045,Holly Rehder,Friends of Holly Rehder,≤100,1
109326134188048,The Leadership Project PAC,Leadership Project PAC,≤100,9
110036174158013,Osborne4SafeWater,"Re-elect George Osborne  Director, Division I, El Dorado Irrigation District, 2020  FPPC# 1427268",≤100,3
100794418063163,"Cate Berger for State Representative, Ohio’s 41st District",Friends of Cate Berger,≤100,1
109526232935380,Synthisophy,Synthisophy,≤100,2
121750354532995,Yale Program on Climate Change Communication,Yale Program on Climate Change Communication,≤100,1
100734984756237,Jim Brown for Walker  Police Chief,James Jim Brown Campaign,≤100,1
104351977946293,Sherri Grogan for Kansas,Grogan for Kansas,≤100,1
112829637116981,Flags For Good,Flags For Good LLC,≤100,1
112570407270345,Vote for Roy Garner,Roy Grant Garner,≤100,3
98201257358,"City of Arlington, TX - City Hall","City of Arlington, TX",≤100,4
1824165801199201,The Fight Against Antimicrobial Resistance,"Paradigm Solutions, LLC",≤100,1
108104254321830,Rudy Monterrosa for SBCSC School Board Trustee - At Large,Committee to Elect Rudy Monterrosa,≤100,1
1221579384559295,Gabriel Lara for Bexar County Commissioner Pct 1,Gabriel Lara for Bexar County Commissioner Pct1,≤100,36
121907351195882,North Carolina Family Policy Council,NORTH CRLINA FMLY PLICY CUNCIL,≤100,1
109594540642722,Erikka Williams For District Attorney,Committee to Elect Erikka Williams,≤100,2
1675630946095534,Franciscan Missions,Franciscan Missions,≤100,25
737399419734362,Damiano Team,Damiano Team,≤100,1
1098161356875154,Lorie Savin for Circuit Judge,Lorie Savin for Circuit Judge Committee,≤100,2
103801291277974,New Hanover for All,Carolina Federation,≤100,5
104585418035436,Joe Dunlap for NIC Trustee,Joseph Herbert Dunlap Iii,≤100,1
339432396135584,The Exodus Road,EXODUS ROAD INC,≤100,3
385000861566131,"Liz Alpert, Sarasota City Commissioner-District 2","Liz Alpert for Sarasota City Commission, Dist. 2",≤100,5
106132604246000,Bill Schack for City Commissioner,Bill Schack for City Commissioner,≤100,2
100415601547277,Gavin Smith for Mingo County Commission,Amy Marie Ditto,≤100,5
609022902623021,Senator Jim Welch,The Committee to Elect James T. Welch,≤100,1
107466530748847,Sadaf Haq,Sadaf Haq for Frisco City Council,≤100,3
104096624743916,Max Duncan for Aliso Viejo City Council,Max Duncan for City Council,≤100,3
1973443166260003,Sarah Lightner for State Representative - Michigan House District 65,Committee to Elect Sarah Lightner,≤100,12
868424969873914,Tina Barton,Tina Barton for Oakland County Clerk,≤100,1
397016173666324,Scott Hammond For Nevada,Friends of Scott Hammond,≤100,1
308718059204679,Blue Ridge Wealth,Blue Ridge Wealth Planners,≤100,3
157953300887306,Metropolitan Nashville Police Department,These ads ran without a disclaimer,≤100,1
100850344946093,B Four Products,"B Four, LLC",≤100,1
114414961926268,Scott Noren for the NY 23rd House Seat,SCOTT NOREN FOR CONGRESS,≤100,1
105079304656929,Yes for Our Conservation District - Measure 20-312,Yes For Our Conservation District,≤100,8
1072268139586903,Robert Fox for Long Beach,Robert Fox for Long Beach City Council,≤100,2
104233164622059,Scott Miller for District Court Judge,Scott Ronald Miller,≤100,1
286272625305704,Jackie Elward for Rohnert Park City Council District 4,Committee to Elect Jackie Elward to Rohnert Park City Council 2020 FPPC ID# 1427296,≤100,6
106214314072999,"Brody Mulligan for State Representative, House District 92","Brody Mulligan for State Representative, Texas House  District 92",≤100,3
113922527020699,Jeanine Robbins for Anaheim City Council District 4,Jeanine Robbins for Anaheim City Council District 4,≤100,6
430163907048118,Re-Elect Janie Bell for CCISD School Board,Janie Bell Campaign,≤100,12
105825324392753,Eunice for SC,Eunice Lehmacher for SC State House 3,≤100,1
170816496271,"American Heart Association, Inland Empire","American Heart Association, Inc.",≤100,1
538529476604437,Clean Energy Works for Nevada,Impact Communications,≤100,25
664287716946897,The Refuge for DMST,THE REFUGE FOR DMST,≤100,1
112903096897476,Merav Ben-David,BENDAVID2020,≤100,2
159608588411,Corinne Pierog,Committee to Elect Corinne Pierog,≤100,1
114737843579568,Caleb E. May for Circuit Judge,Caleb Elias May,≤100,2
123519421070204,Shiloh Israel Children's Fund,SHILOH ISRAEL CHILDRENS FUND INC,≤100,16
269479249997,National Shooting Sports Foundation | NSSF,National Shooting Sports Foundation,≤100,1
271413232983651,State Representative Justin Hill,Hill for Missouri,≤100,2
143981748956175,Rural Assembly,Rural Assembly,≤100,4
112349106922741,Carroll Road Solar Farm,esaSolar,≤100,4
101853374572717,Retirement U,Retirement University,≤100,3
1544233135795619,Mark Curran for U.S. Senate,CURRAN FOR SENATE,≤100,4
104353721069078,Otsego Counts 2020,Otsego County Complete Count Committee,≤100,1
158239718174763,"Brown for Judge, Franklin County Ohio",Joshua James Brown,≤100,12
122512919142156,Jo Giles for County Commission,Jo Giles for County Commission,≤100,1
106167687861400,Farrell Gibson For Mayor,Farrell Gibson For Mayor,≤100,1
107087800892165,Judge John O'Donnell,Judge O'Donnell is for Justice,≤100,1
103691921242643,Fuller for Georgia,Fuller for HD31,≤100,5
204191469617124,"Sherie Mahlberg for Vacaville City Council, District 5","Mahlberg for Vacaville City Council, District 5 2020",≤100,2
107539654329248,David I. Shiner for Palm Beach County Commissioner District 5,"David I. Shiner, Rep. for Palm Beach County Commission, District 5",≤100,1
113454910392478,Jennifer Day for Kansas,Jennifer Day for Kansas,≤100,1
108022861025468,Medina & Beylerian for USR Council,Medina & Beylerian for Council,≤100,8
110799460769582,NO Progressive Tax - Illinois Farm Bureau,NO Progressive Tax – Illinois Farm Bureau,≤100,1
304102678412,United Way of Central Louisiana,"UNITED WAY OF CENTRAL LOUISIANA, INC.",≤100,9
407902639235640,JNS.org,Jewish News Service,≤100,24
107285697314787,Ever Flores 4 School Board,Comm to Elect Ever Flores for SRCS,≤100,1
107963434373203,Children First Neptune,123 For Neptune BOE,≤100,4
1976327035992362,Vin Spinelli,Paid For VincentSpinelliForWTMayor2020; Treasurer Robin Vecchiarelli,≤100,2
101976061457528,Patricia Canzoneri-Fitzpatrick for Assembly,Friends of Patricia Canzoneri-Fitzpatrick,≤100,1
178934048813608,North Carolina Values Coalition,North Carolina Values Coalition,≤100,6
100722544796361,Michael McKinney For Maine State Senate District 33,Michael McKinney for State Senate,≤100,1
105218177982010,Dan Gregory for Charleston County Clerk of Court,Dan Gregory for Charleston County Clerk of Court,≤100,3
113367106943,Jennifer Bertino-Tarrant,Committee to Elect Jennifer Bertino-Tarrant,≤100,3
102557814856984,Vote David Klein,Friends of David H. Klein,≤100,27
101009205053005,KC Nate for Oakdale City Council,Kent Christopher Nate,≤100,2
810073399382859,Pradip4herndon,Dhakal for Herndon Council,≤100,2
109613077523960,Ashwin George for STISD Board of Directors Hidalgo County Pct. 3,Ashwin Vasanthraj George,≤100,2
108650400954148,Stopping Socialism TV,The Heartland Institute,≤100,1
111588586893012,Burrell for Senate District 27,Burrell for Arkansas Campaign,≤100,1
337744583030802,Clare Collard,Committee to Elect Clare Collard,≤100,3
115602796938368,Rod Varney for State Representative,Rod Varney for State Representative,≤100,2
634347639946885,Rep. Erick Allen,Allen For Georgia,≤100,2
202613923170732,Melissa Cribbins for Senate District 5,Friends of Melissa Cribbins,≤100,2
689611397805336,Jeff Gudman For State Treasurer,Friends of Jeff Gudman,≤100,1
107557201068355,Katona For Castle Rock,Katona for Castle Rock,≤100,2
149395015238968,Totally 80's Pizza,Alexander Todd Alexander Todd,≤100,3
357241281084373,Heath Clark,Heath Clark,≤100,5
1525472414388476,Better Wyoming,Better Wyoming,≤100,7
1145553948900720,Olympia Indivisible,Olympia Indivisible,≤100,15
113725003650771,"Brad Jayne for S.C. House of Representatives, District 114",Brad Jayne for South Carolina,≤100,3
445317802247846,Elect Michele Carringer,Campaign to Elect Michele Carringer,≤100,1
109744609155828,Jeff Nesset,Michelle Ann Ralston,≤100,1
811190995571328,Víctor Torres Representante Distrito23,Victor Torres Representante,≤100,5
103186561470173,Tim Marks for Maine House,Tim Marks for Maine House,≤100,1
510325545724770,The Official Sandoval GOP,Republican Party of Sandoval County,≤100,5
1463421887299877,Rick Becker for North Dakota,Becker for North Dakota,≤100,1
179815922657615,The Artist of Real Estate Blog,The Artist of Real Estate,≤100,3
100182091627802,Dr. Pam Hightower for Leon County Superintendent of Schools,Hightower Campaign,≤100,3
114168463591348,Lynne Kennedy for Rancho Cucamonga City Council,Kennedy for Council 2020,≤100,2
114036200144073,Bill Marx for Congress,FRIENDS TO ELECT BILL MARX,≤100,1
645536132208058,Councilman Ruben Valencia,Valencia4Ontario,≤100,2
1260574060775565,Ilana For CU Regent CD6,Friends to Elect Ilana Spiegel,≤100,6
101393328153933,Koreman for Council,Koreman for Council,≤100,1
102830801238547,Jim Dever for State Representative,Dever Committee,≤100,3
321424962053199,MetroConnects,Metro Connects,≤100,2
105882694227090,"Antwon Webster for Antioch City Council, District 3, 2020",Antwon Webster,≤100,6
103833344693200,The BLAC Coalition,Black Legacy Advancement Coalition,≤100,2
248163025343706,Gun Violence Prevention PAC - GPAC Illinois,Gun Violence Prevention PAC,≤100,1
277550205502,National Religious Campaign Against Torture,NATIONAL RELIGIOUS CAMPAIGN AGAINST TORTURE,≤100,1
106652261169452,Katherine Cooper,"Katherine Cooper for Saugus School Board, Area 3 2020 FPPC #1427979",≤100,1
104232188059700,Sonya Halpern for GA State Senate 39,Sonya Halpern for Senate,≤100,5
108375117563305,Andriana Shea - AShea - for San Bruno School Board,The Committee to Elect Andriana Shea for San Bruno Park School District Board Board of Trustees 2020,≤100,2
494434100982424,AARP Long Island,AARP,≤100,3
142777055847959,Senate District 51 Republicans,51st Senate District RPM,≤100,3
104135594721968,Committee to Elect Ellen Creel Judge,Committee to Elect Ellen Creel Judge,≤100,1
101923524966099,Tim Nelson for RTD District A,Committee to Elect Tim Nelson,≤100,1
104111651393609,David Sivella,David F Sivella,≤100,2
112317510562384,Erin Preston: Salt Lake County Recorder Candidate,Erin Givens Preston,≤100,2
1472549903019349,CCAN Action Fund,Chesapeake Climate Action Network Action Fund,≤100,2
1557827511171047,Alturi,Demotrac Agency,≤100,1
106758884227277,Tina Steiner for Round Rock City Council Place 1,Tina Steiner for RR City Council,≤100,4
220330009404211,Belal for Saratoga,Belal for Saratoga City Council,≤100,3
103199934545484,"Roy Reaves, Republican, for Pope County Justice of the Peace, District 7",Sarah Mae Shott,≤100,5
111111077113790,The Selfless People Movement,"The Selfless People Movement, LLC.",≤100,1
574522409894518,Paul Grisanti,Paul Grisanti for Malibu City Council 2020,≤100,7
288028131302273,Georgie González Alcalde,Comite Georgie Gonzalez 2020,≤100,1
117127731647232,Clean Energy California,Resource Media,≤100,12
217850482945637,David Pollack For Oviedo,David Pollack for Oviedo City Council group IV,≤100,4
106802987521969,Josh Price for Saluda County Sheriff,Josh Price for Saluda County Sheriff,≤100,1
104296461391918,Heidi Hall for Roseville Joint Union High School District,Heidi Hall for Roseville Joint Union High School District,≤100,2
1755568161347548,Wes Climer,Wes Climer,≤100,2
521720111960418,Kevin Wright for Tigard City Council,Citizens for Kevin Wright,≤100,4
1157853084357105,Don Clark for CCISD,Don Clark Campaign,≤100,12
477945892244372,Matt Pouliot,Pouliot for Senate,≤100,4
177776585612481,"The Next STEPP Pregnancy Center St. Petersburg, FL",The Next Stepp Center,≤100,2
109346534235168,Yes on H,Yes on H Help our Neighborhoods,≤100,3
111102650562277,Columbia Township Grand Junction Michigan,Committee to Elect Ken Speicher,≤100,10
102083604822010,Party NC Blue,BrewNCBlue,≤100,2
111102823611290,Yara for CO,Yara Zokaie,≤100,7
1716095885128520,Kate Farrar,"Kate For CT, Leland Brandt, Treasurer, Approved by Kate Farrar",≤100,6
110834340792689,Ben Watson,Ben Watson for Senate Inc.,≤100,1
187713745097888,Save the Alamo,Save The Alamo Committee,≤100,4
307983036685773,Robert Leonetti for County Commissioner,Robert Leonetti for County Commissioner,≤100,3
714938221889959,Gurvey's Law,"Rowen, Gurvey & Win",≤100,2
147357185659203,Connecticut Department of Public Health,Department of Public Health,≤100,2
648411512026844,"Representative Wesley Harris, NC House District 105",Wesley Harris for NC,≤100,2
107600307728593,"Ike Bootsma for Eastvale City Council, District 5 - 2020",Ike Bootsma,≤100,11
109190714090767,Mike Chehab for State Representative,Michael Chehab for State Representative,≤100,4
489942260654,Maui Tomorrow,Maui Tomorrow Foundation,≤100,2
102181108119474,"Omert, Maute & Bobadilla for Moorestown Town Council",Friends of Omert Maute Bobadilla for Moorestown Town Council,≤100,3
102191328284505,Michael Shank for VT State Senate,Michael Shank for VT State Senate,≤100,1
1079279688823656,Keystone Financial Services,"KEYSTONE FINANCIAL SERVICES, LLC",≤100,1
1562998830674287,Elect Julie Hirota Board Member Roseville Joint Union High School District,Friends of Julie Hirota High School Board 2020,≤100,4
115450639821321,Elect Jeffrey Brewer - Emanuel County Sheriff,Jeffrey Lee Brewer,≤100,1
90011814485,League of Women Voters of the City of New York,LEAGUE OF WOMEN VOTERS OF THE CITY OF NEW YORK,≤100,3
109605114075954,Aaron Montes for El Paso,Aaron Montes for El Paso,≤100,3
564848637000203,Denise Campbell for West Virginia Senate -11th Senatorial District,Denise Lynne Campbell,≤100,1
100369291746868,Re-Elect Councilman Scott Reed,Friends for Scott Reed,≤100,1
504654313611105,"Ramirez Immigration Law, PLLC","Ramirez Immigration Law, PLLC",≤100,2
248775065305797,Black Butte Copper,Sandfire Resources America,≤100,14
108890423830711,Joe for San Diego,Leventhal for Council 2020,≤100,12
1377749459221033,MO Electric Co-ops,MO Electric Co-ops,≤100,1
100903221739249,Florida 501c3 Civic Engagement Table,Florida Civic Engagement Table,≤100,1
122438022709122,Brooklynn McClure for TVUSD School Board,McClure for School Board 2020,≤100,2
104090858019065,See Her Bloom,"Public Health Institute, Center for Collaborative Planning",≤100,6
333516807513688,March and Rivera for EHT,March and Rivera for EHT Committee,≤100,17
121580954520598,Senator Gayle Harrell,"Gayle Harrell, Republican, for Florida Senate District 25",≤100,1
263284583698333,Association of Orange County Deputy Sheriffs (AOCDS),Association of Orange County Deputy Sheriffs Independent Expenditure Committee. This advertisement was not authorized by a candidate or a committee controlled by a candidate.,≤100,2
333202116772916,Passaic County Democrats,Passaic County Democratic Committee,≤100,3
690204954467299,South Louisiana Coalition for Education,South Louisiana Coalition for Education,≤100,2
111375813865571,Verris Shako for Yonkers City Court Judge,Committee to Elect Verris Shako,≤100,29
961901113995195,Change Congress Now/ Cambio Al Congreso Ya,CHANGE CONGRESS NOW/CAMBIO AL CONGRESO YA,≤100,1
110087400644147,Deborah Emery,Deb Emery for Maine,≤100,5
407531842699311,Patients' Rights Action Fund,PATIENTS' RIGHTS ACTION FUND,≤100,7
