Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
104867454686652,WeVoyce,"Wevoyce, Inc",≤100,1
640092529786162,"Jason Chapman, Ishpeming City Council Member",Jason Ray Chapman,≤100,3
261365390962194,Councilman Roberto C. Treviño,Roberto C. Treviño Campaign,≤100,2
102010211314386,Donald Trump 2020 Voters,I Love My Freedom,≤100,2
2029949623907790,David Willis for NC House,DAVID WILLIS FOR NC,≤100,3
101066314873699,Rich Morrisroe for County Executive,Friends of Rich Morrisroe,≤100,3
105567487800409,Angelo Casino for Nevada Board of Education,Angelo Casino for Nevada State Board of Education,≤100,3
110576737100137,Krystle Matthews for SC House,Krystle Matthews for SC House LLC,≤100,1
51610058563,Men's Health Network,Men's Health Network,≤100,4
625236718126732,Sam Spagnolo,Spagnolo for City Council 2020,≤100,3
372582936263459,Julie Mayfield for NC Senate,Julie Mayfield for NC Senate,≤100,10
100627958214138,Carolyn Dupont for State Representative,Campaign Fund for Carolyn Dupont,≤100,2
113836623797364,Re-elect Bill Harris for Dania Beach City Commission,Bill Harris for Dania Beach City Commision,≤100,5
118009573151967,Greg Howard for the 43rd District,Greg Howard for State Representative,≤100,2
111728417109272,Maurice for Ward 2,Maurice Earlee White,≤100,1
106310734145186,Glenn Mcgourty for 1st District Supervisor,McGourty For Supervisor 2020,≤100,3
115552906566630,Dulce for Idaho,Dulce for Idaho,≤100,7
37266625280,Marc Molinaro,Molinaro for Dutchess,≤100,2
135939127909431,"Stella, DiFranco, Rogers for Middletown BOE",Rogers Stella Difranco for Middletown BOE,≤100,1
108090464296366,Republican Patriots,I Love My Freedom,≤100,2
804122216614294,"Coach Iris Iglesias - Mission CISD Trustee, Pl. 2",Nelda Iris Iglesias,≤100,3
148081438555256,+972 Magazine,972 – Advancement of Citizen Journalism,≤100,6
1058278264227294,Pittsburg Councilman Juan Banales,Re-Elect Juan Banales For City Council 2020,≤100,1
103450621404978,Patrick Callahan for State Rep,PC 108,≤100,1
102055741143266,For Louisville Schools,LEPS Committee,≤100,2
107261830744704,Mike Ansaldi for Pittsford Town Justice,Friends of Michael Ansaldi,≤100,5
38897314734,The Trust for Public Land,"TRUST FOR PUBLIC LAND, THE",≤100,10
130391317605169,Sherwood of Tomorrow,Sherwood of Tomorrow,≤100,5
546096468827725,Yes on 449,Yes for Valleywise,≤100,1
1044239592265530,Cobb Collaborative,COBB COMMUNITY COLLABORATIVE,≤100,1
112486992123244,Friends of Crisis Pregnancy Center of Tidewater,"CRISIS PREGNANCY CENTER OF TIDEWATER, INC",≤100,3
233759563370249,Paul Penzone,Penzone for Sheriff,≤100,2
2377652462264140,The Gordon Foundation,The Gordon Foundation,≤100,1
100837755122106,Richmond Progress Supporting Vinay Pimple for Richmond City Council,"RICHMOND PROGRESS SUPPORTING ELEANOR THOMPSON, AHMAD ANDERSON, AND VINAY PIMPLE FOR CITY COUNCIL 2020, SPONSORED BY PUBLIC SAFETY UNIONS, LOCAL CONSTRUCTION UNIONS, AND SMALL BUSINESSES",≤100,1
103393794863342,Ron Sullivan,Sullivan for EMWD Director 2020,≤100,1
115075181990578,Transform Hawaii Government: The Movement,Transform Hawaii Government,≤100,10
472938276849222,Heroes For Healthcare,"Center for Popular Democracy, INC.",≤100,6
1779547579001272,Just the Best Utah,Just The Best Utah,≤100,3
113454910392478,Jennifer Day for Kansas,Jennifer Day for Kansas,≤100,1
241152813294252,Cody Belanger for State Representative,Friends of Cody Belanger,≤100,4
114242960037484,Melanie Kebler for Bend City Council,Melanie for Bend,≤100,2
111438187376867,Gardening Show - Coretta Scott King,Joshua Gallant Stern,≤100,1
368454719865896,Jason Harper NM State Rep.,Harper for State Rep,≤100,8
154355028028416,Jim Narvios For Mayor of Stafford,Jim Narvios For Mayor,≤100,3
199891603386344,Common Ground Committee,Common Ground Committee,≤100,4
100451398294660,Michael Madrid for US Congress NY-10,FRIENDS OF MICHAEL MADRID,≤100,1
108303332526647,AARP Pennsylvania Office,AARP,≤100,11
108580917388075,Chris Victory for District Judge,Committee to Elect Chris Victory,≤100,1
899668243744314,Bold New Democracy,Matthew Mark Mcguire,≤100,3
557955754297731,21st Century Leadershippac,21ST CENTURY LEADERSHIP PAC,≤100,3
349448285717268,Kelly Rose For GA State Senate D17,"Kelly Rose For Georgia, Inc.",≤100,3
818614714968464,Marion County Young Democrats,Marion County Young Democrats,≤100,3
104615601083017,Sean Skipworth for Dickinson Mayor,Sean Christopher Skipworth,≤100,1
115130335211477,Carmen Ramirez for Supervisor,Carmen Ramirez for Supervisor 2020,≤100,2
1261521917297570,Chuck Brannan State Representative,Chuck Brannan for State Representative,≤100,1
1730853503804115,Matt Gress,Matt Gress for Madison,≤100,3
101869288131464,John Burkel for Minnesota House District 1A,John Burkel for Minnesota House District 1A,≤100,1
363263610497489,Jeanette for Senate 25,Jeanette for Senate 25,≤100,6
2797712190454170,Keybo for Sheriff,Committee to Elect Keybo Taylor Sheriff,≤100,3
105043812896793,Vincentian Collaborative System,These ads ran without a disclaimer,≤100,1
489738548428687,Chris Kasperski for IL State Senate District 31,Citizens to Elect Chris Kasperski,≤100,5
491610027565141,Phil Skaggs,Committee to Elect Phil Skaggs,≤100,4
1495305734112316,Keep Tuttle for Clerk of Courts,Elect Tuttle for Clerk of Courts,≤100,2
1903608666356974,AVI Automotive Video,AUTOMOTIVE VIDEO INC,≤100,2
101339958052011,Lauren Necochea for Idaho,Lauren Necochea for Idaho,≤100,2
106969047721056,Conscious Change,Conscious Change,≤100,2
104173948067854,Rich Crandall,Rich Crandall for Mesa,≤100,4
112159586828483,Pasta Life,"Pasta Life, LLC",≤100,6
303943826419440,Wil Castro for Congress,4 Wil Drive,≤100,2
101517731508362,Tiger Cosmos for OUSD School Board 2020,Tiger Cosmos for OUSD School Board 2020,≤100,2
430591143647722,Pebble Project Updates,Pebble Limited Partnership,≤100,1
100641391759409,Ellie Householder,Ellie for Antioch City Clerk,≤100,6
105804624116745,HKDC - Hong Kong Democracy Council US,"Hong Kong Democracy Council, USA",≤100,2
114132736806408,Brodey Weber for Legislature,Vote Weber,≤100,3
593652664177596,TX Business Daily,Metric Media LLC,≤100,1
102945071078954,Alex Kamkar for Pearland City Council,Alex Kamkar Campaign,≤100,15
1987655814637268,Shelby County Mayor Lee Harris,Shelby County Government,≤100,4
104351977946293,Sherri Grogan for Kansas,Grogan for Kansas,≤100,1
123857614319417,Texas Nationalist Movement,Texas Nationalist Movement,≤100,9
102968811553037,Elect Tom Taylor,Thomas Harry Taylor,≤100,2
1680529222231787,Robert Patillo,Robert Hillard Patillo,≤100,1
1133609230164578,Bob Daiber,Daiber for Chairman,≤100,3
16317479654,Deseret News,Deseret News,≤100,2
118252143360432,Dave Dotterrer for Jackson County Commissioner,Friends of Dave Dotterrer,≤100,1
108862184052039,ROMTech,"ROM Technologies, Inc.",≤100,3
52412809078,Santa Barbara Rescue Mission,SANTA BARBARA RESCUE MISSION,≤100,3
1654783521455314,Jozabad Palacios for Sharyland ISD Place 1,Jozabad Jahaziel Palacios,≤100,3
1272534336242476,World101,Council on Foreign Relations,≤100,1
1834025536866400,SameSide,SameSide,≤100,3
106298654528310,Patricia Pena-Noyola,Patricia Pena-Noyola Campaign,≤100,16
102527004893192,The National Standard,Howard Stephan Barbanel,≤100,2
764284030332485,Abortion Access Front,Abortion Access Front,≤100,4
110147387373888,Robert Brannen for Parkland Commissioner District 4,Robert Brannen,≤100,1
111317247030194,Joey Garcia,Joey Garcia for West Virginia,≤100,1
105882701119885,Shimeall For Kansas,Shimeall4Kansas,≤100,1
100857455063721,Mike Eatmon for District Court Judge,Committee To Elect Mike Eatmon,≤100,3
1130269497002927,"Re-Elect Tony Anderson Walton County Commissioner, District 5",Re-Elect Tony Anderson,≤100,1
103159341076978,American Alliance For Disabled Children PAC,American Alliance for Disabled Children PAC,≤100,1
164049599660,Catholic Relief Services en español,CATHOLIC RELIEF SERVICES - UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,≤100,1
1561364204175845,"Julia Pulver, RN",Julia Pulver for State Representative,≤100,2
243875378989899,John Brunner,Stand With Liberty ™,≤100,5
366904186664253,State Rep. Kelly Fajardo,The Committee To Elect Kelly Fajardo,≤100,7
119986808038192,"Sally Harris, 2020 Campaign for Hillsborough County School Board District 7",Vote Sally Harris Campaign,≤100,6
316332452231211,Voter Opinion Survey,"20-20 Insight, LLC",≤100,1
112331510601202,Kelly Kriebs for City Council,KELLY KRIEBS FOR CITY COUNCIL 2020,≤100,6
167650609949873,Douglas County Democratic Party (Kansas),Douglas County Democratic party,≤100,3
108226877465457,Paul Gains for Mahoning County Prosecutor,Re-Elect Paul Gains for Mahoning County Prosecutor,≤100,3
905866759541083,Vote Bresett Morris Taylor for LO School Board,Misty Morris for Lake Orion Board of Education,≤100,1
109582523919766,Allison Hepler for State Rep,Allison Hepler for State Rep.,≤100,4
250806601933589,Mark Hanson for Dallas County Supervisor,Citizens for Hanson,≤100,2
713314232016903,Carolyn Wysinger,Wysinger 4 Trustee 2020,≤100,4
101344288163860,David Jenkins,DAVID JENKINS FOR STATE HOUSE,≤100,6
118778888148007,Marion Polk Food Share,"MARION-POLK FOOD SHARE, INC",≤100,3
101537178075656,Jim Barach for House of Delegates,Jim Barach for House of Delegates,≤100,7
216636388354160,New York State Laborers' Organizing Fund,NEW YORK STATE LABORERS ORGANIZING FUND,≤100,8
1463195153693785,Citizens for a Pro-Business Delaware,Citizens for a Pro-Business Delaware,≤100,1
111701920447350,Tavis Rock Hasenfus for Maine House 81,Tavis Rock Hasenfus for House,≤100,4
118655258837074,Senator Dean A. Tran,The CTE Dean Tran,≤100,1
108607680678441,Richard Manzo,Manzo for Liberty,≤100,4
105325017936595,Brittney Barreras for NM House District 12,Paid for and authorized by Committee to Elect Brittney Barreras,≤100,2
203284909734636,Stan McClain,Stan McClain for State Representative,≤100,1
178940012927294,Kevin Calvey,Calvey for County Commissioner,≤100,4
788501488020616,Brandon Woodard for Kansas,"Woodard for Kansas, Shabina Kavimandan, Treasurer.",≤100,1
177757582300684,Arnold Ventures,Arnold Ventures LLC,≤100,1
125319303823,Champlain College,Champlain College Incorporated,≤100,14
367739914092156,Dara Czerwonka For Escondido City Council,Dara Czerwonka for Escondido City Council,≤100,17
107581807706043,Andy Phelps for Okemos School Board,Andy Phelps for Okemos School Board,≤100,6
109330805754158,AARP MN,AARP,≤100,3
141309929214131,Senator Dave Lawson,Senator Dave Lawson,≤100,5
116789219726677,Gary Dennis For Richland County District 8,Gary Dennis Campaign Fund,≤100,2
475099245881217,Cindy Neighbor for Kansas,Cindy Neighbor for Kansas,≤100,1
106806907405702,Jack Turner Elect 2020,Elect Jack Turner Committee,≤100,8
112406526796832,Broad + Liberty,Broad and Liberty Inc,≤100,5
111945143958451,Judge Rex T. Myers,Rex Titian Myers,≤100,1
1480061175614032,Kern Citizens for Energy,Kern Citizens for Energy,≤100,3
107206150986955,Louisianans for Affordable Rx,Louisianans for Affordable Rx,≤100,9
187713745097888,Save the Alamo,Save The Alamo Committee,≤100,4
2002661430023076,Civic-TN,Civic Tennessee,≤100,3
1662786140509199,2nd Ward Democrats,Ward 2 Democrats,≤100,5
272374659018,Melony Bell State Representative District 56,Melony Bell for State House,≤100,1
299382588493,Wayne Parry for State House Dist.#10,Wayne R Parry,≤100,2
105179304654874,Vote Doug Moore,"Doug Moore, Republican for Bay County Commission, District 4",≤100,2
109246627350923,Tyler E. Ruprecht for WI State Assembly,Friends of Tyler Ruprecht,≤100,38
103863678115474,Sri Muppidi for Dublin City Council,Sri Muppidi for City Council 2020,≤100,3
104296461391918,Heidi Hall for Roseville Joint Union High School District,Heidi Hall for Roseville Joint Union High School District,≤100,1
104932368039567,Richmond Progress Supporting Eleanor Thompson for Richmond City Council,Richmond Progress,≤100,1
34579909227,Blue Ridge Area Food Bank,"BLUE RIDGE AREA FOOD BANK, INC.",≤100,6
104975671365436,"Scott Carmichael for Lakeland, TN Commissioner",John Scott Carmichael,≤100,3
103806957816376,Kat Cammack,KAT FOR CONGRESS,≤100,4
399918272151,Kimbley Craig,Kimbley Craig for Salinas Mayor 2020 FPPC ID#1420481,≤100,2
529660253742398,Hawaiian Electric,"HAWAIIAN ELECTRIC COMPANY, INC.",≤100,2
439884863155499,Protect Democracy,PROTECT DEMOCRACY PROJECT,≤100,3
617702408592578,Steve Cona - Hillsborough County School Board Member District 1,"Steve Cona for Hillsborough County School Board, District 1",≤100,1
629732920994819,"Shakeenab, City Council, Ward 12","Committee to Elect Joe Shakeenab for City Council, Ward 12",≤100,2
244130246630750,Vicki Ben-Yaacov For School Board,Vicki For School Board,≤100,6
871162769917350,End Late-Term Abortion in Colorado,Coalition for Women and Children,≤100,8
157595514262613,Florida Film House,FLORIDA FILM HOUSE LLC,≤100,7
1472136289709969,Elect Carolyn Vaughn,Elect Carolyn Vaughn,≤100,2
20693410452,Anti Flag,A-F RECORDS,≤100,2
540990366000872,Stephen Murray for Mayor,Murray for Mayor,≤100,4
112907813907607,UngryUncle,Francisco Diazluna,≤100,3
144425582234694,Larimer County Republican Party,Larimer County Republican Party,≤100,3
577579002349073,Let's Grow Kids,Let's Grow Kids,≤100,4
1066000676923634,Jo Ella for Kansas,Jo Ella for Kansas,≤100,1
108122534364854,Fillpot for Ontario City Treasurer,Fillpot for Ontario City Treasurer 2020,≤100,3
105429824546919,Gay Town Hall,Darren Orlando Loli,≤100,1
103315387889660,East Central Texas News,Metric Media LLC,≤100,1
82016474491,Cleveland County Republican Party,Cleveland County Republican Party,≤100,2
134388193343920,Elijah Haahr,"Friends Of Elijah Haahr, Trevor Crist Treasurer",≤100,4
156831588259704,Saunders for Indiana,Saunders for Indiana,≤100,1
341163402640457,NowThis,Group Nine Media,≤100,6
239624923882836,Ajit Varma for Palo Alto City Council,Ajit Varma for Palo Alto City Council,≤100,3
101504798324135,Newton for Pismo Beach City Council,Scott Allen Newton,≤100,3
451079825294599,Ada County Commissioner Diana Lachiondo,Lachiondo For Ada,≤100,3
104695957736922,Joan T Sweeny for State Rep - HD 7,Joanie Sweeny for State Rep,≤100,2
110287144028532,Veronica Whitcher Rockett for Legislative District 2,Friends of Veronica,≤100,4
100447988215503,Elect Traci Gere for Maine House 9,Gere for Maine House 9,≤100,5
198791317334,AARP Kansas,AARP,≤100,2
101586094554056,Lisa Welch for Congress,LISA WELCH FOR OFFICE,≤100,1
102636861398852,John Shaban for State Rep,Shaban For State Rep,≤100,1
97564107025,Institute for Local Self-Reliance,"INSTITUTE FOR LOCAL SELF-RELIANCE, INC.",≤100,7
103255751020007,Beaver Dam Professional Firefighters Local 3432,A Safer Beaver Dam,≤100,1
110251417147223,"Dara Adkison for State Representative, Ohio HD-57",Friends of Dara Adkison,≤100,2
101650961456363,Joana Scholtz for Kansas,Joana Scholtz for Kansas,≤100,1
238473269650980,Capital & Main,CAPITAL & MAIN,≤100,4
175261432563732,Anne Gannon for Constitutional Tax Collector Campaign,"Anne Gannon, Democrat, for Tax Collector",≤100,1
104946684698317,Re-Elect Kristin Coleman & Bill Gatewood,William Raymond Gatewood,≤100,1
102390478045722,Fatima Dirie for Utah House District 33,Fatima Dirie for Utah House District 33,≤100,1
102120911449777,Dave Armstrong for WI 75th Assembly,Armstrong for Assembly,≤100,1
368070435853,"Vernon County Democratic Party, Wisconsin",Vernon County Democratic Party,≤100,1
100869218120035,"Duncan Milne, State Senate Candidate, District 11 - Waldo County",Milne For Maine Senate,≤100,8
325896334774311,Richie Jackson,Target Marketing Digital,≤100,1
1646639402146162,Draft Bottle,Christoph T Lyons,≤100,2
211162656325403,Christian Eriksen for Brooklyn Park City Council,Eriksen for Brooklyn Park Council Committee,≤100,3
100319838494643,Give it Back Loranne Ausley,Florida Republican Senatorial Campaign Committee,≤100,1
142108285947074,Jeffrey A. Crossman For Ohio,Friends of Jeffrey A. Crossman,≤100,3
324225365363,Partnership Against Domestic Violence,"PARTNERSHIP AGAINST DOMESTIC VIOLENCE, INC., THE",≤100,2
107181377705279,Runs for a Purpose,Homebase Media,≤100,1
112558680192867,Alicia Bays for Florida State Representative,Alicia Bays Florida House District 6,≤100,5
1156330024535488,Josiah Hill for Senate,Josiah James Hill,≤100,1
191597927534090,Casa Cornelia Law Center,Casa Cornelia Law Center,≤100,2
39055178601,Ella Baker Center for Human Rights,Ella Baker Center for Human Rights,≤100,2
376341742775328,Kaitlin Turner for District Attorney,Kaitlin Turner for DA,≤100,1
108366324325028,Hays County Concerned Citizens,Common Cents Fund,≤100,1
583902005059479,"GTI Ministries, Biblical Worldview Resources",GTI Ministries,≤100,5
749569748480446,Campaign Armor,Michael Stanley Goodart,≤100,1
352433211939797,Fair Districts New Jersey,League of Women Voters of New Jersey,≤100,1
102120428156525,Chalo Vote,Chalo Vote,≤100,2
127159693987749,Metropolitan Area Planning Council (MAPC),Metropolitan Area Planning Council,≤100,1
102181108119474,"Omert, Maute & Bobadilla for Moorestown Town Council",Friends of Omert Maute Bobadilla for Moorestown Town Council,≤100,3
2296755080548993,Hausmann and Gurunathan for Council - Norwood,Hausmann & Gurunathan for Norwood Council,≤100,10
111362467010204,Laura Meier for County Commission,Laura Meier for County Commission,≤100,1
111104127122361,Elisa Nahoum For NY State Senate,Friends of Elisa Nahoum,≤100,2
101784627978365,David Pickett for City Council,David Henry Pickett,≤100,2
227355831040,Uhuru Solidarity Movement,Uhuru Solidarity Movement,≤100,6
1109025472483560,Rep. Seth Berry,Seth A Berry,≤100,3
108259207655148,Everything GOP,Everything GOP,≤100,2
278943342641536,"Chip Simmons, Republican, for Escambia County Sheriff",Chip Simmons for Sheriff,≤100,5
721144168037580,Joe Jeffries - District 22,Joseph David Jeffries,≤100,2
844369892298162,Jake Ellis for District 15,Committee to elect Jake Ellis,≤100,6
103033251200854,Wade Westfall,Luke Gary Carter,≤100,4
1751339905091832,Dana Goldman,Dana Goldman,≤100,2
204897600277641,Kari Nacy for Leesburg Town Council,Kari Nacy for Leesburg,≤100,2
123963360928,SiriusXM,SIRIUS XM RADIO INC.,≤100,1
121861124933581,Paulette M. Guajardo,Paulette Guajardo for Corpus Christi Mayor,≤100,1
736543189734251,Weston Table,Weston Table,≤100,15
114409953694574,An Ox Named Oink and A Pig Named Moo,Hortencia Camargo,≤100,3
116719666396166,Froyum For House,Froyum for House,≤100,1
333516807513688,March and Rivera for EHT,March and Rivera for EHT Committee,≤100,10
104555094702900,Tim Wirgau for Henry County Mayor,The Committee to Elect Tim Wirgau,≤100,2
102758584840182,Jon Jacobsen for Iowa House,Jacobsen For Iowa House,≤100,5
413904998697834,"City of Athens, Ohio - News and Information","City of Athens, Ohio",≤100,1
104193911346733,John Paul Torres for Waterford Supervisor,Committee to Elect John Paul Torres,≤100,5
30698398385,Problem Gambling Support,RUSSELL HERDER GBC,≤100,3
100704711759173,Luz for San Ramon City Council,Luz Gomez for San Ramon City Council,≤100,3
122894447754361,Institute for New Economic Thinking,"INSTITUTE FOR NEW ECONOMIC THINKING, THE",≤100,1
109871464004307,Crime Free NH,U.S. Attorney's Office for the District of New Hampshire,≤100,11
102965514749548,Immigrant ARC,"Immigrant Advocates Response Collaborative, Inc",≤100,1
1952486048412028,Jack Zika,Jack Zika for State Representative,≤100,2
96176918776,"City of Edmond, Government",CITY OF EDMOND,≤100,1
123137881057221,Hope and Action,Hope and Action Project,≤100,1
148945835171697,"Immigration Law Offices of Hadley Bajramovic, PC",Immigration Law Offices of Hadley Bajramovic,≤100,9
1859546537618734,NextGen Virginia,NEXTGEN CLIMATE ACTION COMMITTEE,≤100,1
354265001858335,Therese Free for Circuit Judge,Therese Free for Circuit Judge,≤100,1
134637583262809,"Libertarian Party of Mecklenburg County, NC",LIBERTARIAN PARTY OF MECKLENBURG COUNTY,≤100,2
101030684771380,Demand American Grown,"Reject Imported Fruit, Inc",≤100,1
354384941255936,Joe Schiavoni,Friends of Joe Schiavoni,≤100,2
1001412010049604,Peace 24-7,John D Linnehan,≤100,5
111902227273093,Maine Prosperity Alliance,Maine Prosperity Alliance,≤100,1
661311004039892,The Wiggins Agency,"The Wiggins Agency, LLC",≤100,1
144454136207307,The Matriots,The Matriots PAC,≤100,2
579165402777821,Caesars Danville,Caesars for Danville,≤100,1
100181858453961,John Patrick for State House,John Patrick for State House,≤100,4
63477080940,New Mexico Junior College,New Mexico Junior College,≤100,1
104315888104126,Mr. Molovinsky Goes To Harrisburg,Michael Molovinsky,≤100,5
106310174113358,Linda Featherston for Kansas,"Featherston for Kansas, Matt Jones, Treasurer",≤100,1
162695894106234,Co-ops Vote,National Rural Electric Cooperative Association,≤100,13
107273697461891,Dane Wills for Monroe County Commission,Dane Wills for Monroe County Commission,≤100,5
2007361039550045,"Free, Fair, and Accountable Democracy","CENTER FOR FREE, FAIR, AND ACCOUNTABLE DEMOCRACY, INC.",≤100,4
300748678230,Tennessee Department of Economic and Community Development,Tennessee Department of Economic and Community Development,≤100,6
737399419734362,Damiano Team,Damiano Team,≤100,1
265584563563176,JCRC of Greater Washington,The Jewish Community Relations Council of Greater Washington,≤100,1
407902639235640,JNS.org,Jewish News Service,≤100,20
409992859190869,Elect Joel Levy - Mecklenburg County Commission - Republican District 6,Committee to Elect Joel Levy,≤100,2
634347639946885,Rep. Erick Allen,Allen For Georgia,≤100,1
359821694561381,Leslie Irving,Irving for Council 2020,≤100,1
207381586628343,Donna McLeod,Donna T Mcleod,≤100,9
1098161356875154,Lorie Savin for Circuit Judge,Lorie Savin for Circuit Judge Committee,≤100,2
13909525938,PAAIA,PAAIA,≤100,17
146934922789288,"Councilman David Torres, Montebello",David Torres for City Council 2020,≤100,3
204191469617124,"Sherie Mahlberg for Vacaville City Council, District 5","Mahlberg for Vacaville City Council, District 5 2020",≤100,3
102814667871412,Eric Boyce For Cedar Park City Council Place 4,Eric For Cedar Park,≤100,1
103077021417385,People First Portland,People First Portland,≤100,4
1318504964963297,Michigan Works Hard,Real Voices Media,≤100,1
103116547911857,Michael 4 Parker City Council,Michael Allen Slaughter,≤100,7
578755272804555,Lucy Shen 沈静雨 for Fremont School Board,Lucy Shen for Fremont School Board 2020,≤100,3
1988116634618342,John Laird for Senate,John Laird for Senate 2020 ID #1414892,≤100,1
107087800892165,Judge John O'Donnell,Judge O'Donnell is for Justice,≤100,1
100151294987369,Yes2InvestMSN,"Vote Yes 2 Invest Campaign, powered by Schools Make Madison Advocacy",≤100,2
104445087807736,Liz Boldon for MN House 25B,Neighbors for Liz Boldon,≤100,1
402488163467483,Charleston FYI,Awesome News Network,≤100,9
317478631639969,State Rep. Lenny Mirra,The Committee to Elect Leonard Mirra,≤100,4
579619882708663,Nytpoop,NYTpoop.com,≤100,1
309409639260904,Pike County Indiana Republican Party,Eric James Thomas Smith,≤100,6
1613516851999536,Sunrise Movement,Sunrise,≤100,4
130576050396299,Rhodesia Ransom for Supervisor,Ransom for Supervisor 2020,≤100,2
101589034972421,Jimmy Fuller for Cypress City Council,Jimmy Fuller for Cypress City Council ID #1427760,≤100,2
1035339706664947,Allison B. Campbell for School Board,Allison B Campbell Campaign,≤100,1
104887631342994,Chris Daniels For Comstock Township Supervisor,Chris Daniels for Comstock Supervisor,≤100,2
298741219319,Q102 Philly,iHeartMedia (On Behalf of the Client. This ad does not reflect the views or opinions of iHeartMedia as a whole),≤100,1
123965317665623,N-Hance Wood Refinishing,N-Hance Inc.,≤100,2
110051440758990,Committee to Elect Howard Keith Hall Judge,Committee to Elect Howard Keith Hall for Circuit Judge,≤100,2
108284154110350,Taylor for All 155,Friends of Michael Taylor,≤100,2
803140553039972,California Renewal Project,Vineyard Outreach America,≤100,4
2196573687321828,"John F. ""Jeff"" McCullers for School Board of Lee County, District 2","John F. ""Jeff"" McCullers for School Board, District 2",≤100,1
120961164740924,Judge Mark Henry,Judge Mark Henry Campaign,≤100,1
1449073545419430,The Lone Liberal Republican,TheLoneLiberalRepublican.Org,≤100,1
100697795009189,Pat Scully for State Representative,Pat Scully for State Represtative,≤100,4
113854853767406,Nasty Woman Collective,Nasty Woman Collective,≤100,1
187078131403191,Advancement Project California,"ADVANCEMENT PROJECT, THE",≤100,2
284124708345704,Jason Helland,Friends of Jason A Helland,≤100,1
104371874433677,Glenn Hammond,Glenn Martin Hammond for State Senate,≤100,2
653107798075203,Foster Campbell,Foster Campbell Campaign,≤100,4
104860474393557,"Census 2020 Houston, Henry and Geneva, Alabama Counties","2020 Census Houston, Henry, Geneva County Alabama",≤100,1
354202451285428,Patient Access Network Foundation,Patient Access Network Foundation,≤100,1
108793860719784,McHale For Magistrate,McHale for Magistrate,≤100,1
101130521368488,Sterkenburg for District Court Judge,Committee to Elect Amanda Sterkenburg,≤100,2
671734119964691,Vote for Wick Pickard,Pick Wick 4 Clay County Sheriff Wick Pickard,≤100,1
135576344570542,Partners for Affordable Housing,Partners for Affordable Housing,≤100,4
987393757980834,"Russ Melton, Sunnyvale City Councilmember",Russ Melton for City Council 2020,≤100,2
113490300187592,Shirley Flynn Mitchell for State Representative,Shirley for Kentucky,≤100,1
155019277846192,Michael  Joseph,"Michael Joseph for City of North Miami Beach Commission, Group 7, Nonpartisan",≤100,6
184924845267643,Sarah Work,Sarah Work for SC Senate,≤100,1
290074074476904,Pat Farris for 7th Ward Marshal,Pat Farris,≤100,2
970894802997244,Make More Room For Our Kids,Make More Room FOR Our Kids,≤100,1
165350426309,Goodwill Industries of Tulsa,"GOODWILL INDUSTRIES TULSA, INC.",≤100,6
1746596195591239,Rock Island County Clerk,"ROCK ISLAND, COUNTY OF",≤100,2
107186117710457,Ohioans for Fair Rx Prices,Ohioans for Fair Rx Prices,≤100,10
644121538968378,Support Oshkosh Students,Support Oshkosh Students,≤100,3
120778038066631,EveryLibrary,EveryLibrary,≤100,4
935832353132335,Zack Maynard - District 22,Zachery Ezra Maynard,≤100,4
407531842699311,Patients' Rights Action Fund,PATIENTS' RIGHTS ACTION FUND,≤100,7
120601996294661,The Geysers,The Geysers - A wholly owned subsidiary of Calpine Corporation,≤100,6
110799460769582,NO Progressive Tax - Illinois Farm Bureau,NO Progressive Tax – Illinois Farm Bureau,≤100,1
1377749459221033,MO Electric Co-ops,MO Electric Co-ops,≤100,1
103734124821469,Upland for Measure Q,Upland Residents for Measure Q,≤100,2
116154651790888,Senator Rob Olson,Rob Olson for Kansas Senate,≤100,1
901353613539664,Elect Jon Kennedy County Supervisor,"Committee to Elect Jon Kennedy Supervisor, 2020",≤100,4
102926808220257,Stand-Heal-Build.org,Stand-Heal-Build,≤100,4
85783577646,Youth Leadership Institute,"YOUTH LEADERSHIP INSTITUTE, THE",≤100,1
103382708104816,Willie Shaw Campaign,Willie Charles Shaw,≤100,3
113200640511713,MAGA Train 2020,Steven John Lawton,≤100,2
108614134149231,Forsyth Freedom Federation,Carolina Federation,≤100,3
279873802727124,George Seay,George Seay,≤100,3
100552384705608,Brenda Payne for Mayor,Brenda Payne for Mayor,≤100,2
124452922352902,Nichell Newton For Fort Mill School Board,Nichell Fowler Newton,≤100,3
105274326185128,Cosmetic Surgery of Tampa Bay,Christina Bercuhi Paylan,≤100,1
106993584331812,Bo Z for Maine,Robert Zabierek for House District 145,≤100,1
100373524955306,Cindie Quintana for House 32,Cindie Quintana for House District 32,≤100,5
111312394043275,Alan Carvalho 4 Cathedral City Council,The Committee to Elect Alan Carvalho to Cathedral City Council District One,≤100,2
123519421070204,Shiloh Israel Children's Fund,SHILOH ISRAEL CHILDRENS FUND INC,≤100,16
90710744308,The Steamboat Institute,The Steamboat Institute,≤100,1
100669191309756,Audrey Richards for Congress,Audrey Elizabeth Richards,≤100,5
103705078096395,Nathan Broussard,Nathan Broussard Campaign,≤100,1
688414734509859,David Silvers,"David Silvers, Democrat, for Florida House",≤100,1
